MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
20,NA,14585,6,6,85,1429,0,1429,1,0,3,1,7,2,2,572,216,110,181900
20,98,12704,8,5,306,2042,0,2042,2,1,3,1,8,1,3,1390,0,90,253293
90,81,11841,6,5,104,816,0,816,1,0,3,1,5,0,0,0,0,32,118500
75,75,13500,10,9,0,1521,1254,2775,3,1,3,1,9,1,2,880,105,502,325000
50,51,6120,4,7,0,989,584,1573,1,0,3,1,6,0,1,240,0,0,133000
20,88,11443,8,5,208,2028,0,2028,2,0,2,1,7,2,3,880,326,66,369900
30,55,10267,6,7,0,838,0,838,1,0,2,1,5,0,1,275,0,0,130000
85,74,8740,5,6,0,860,0,860,1,0,2,1,4,0,2,528,0,0,137000
20,65,25095,5,8,0,1473,0,1473,1,0,1,1,5,2,1,452,0,48,143000
40,50,9100,5,6,0,779,0,935,1,0,2,1,4,0,1,308,0,0,79500
60,64,8320,7,5,0,770,812,1582,2,1,3,1,6,0,2,520,0,45,185900
60,97,13478,10,5,420,1728,568,2296,2,1,3,1,10,1,3,842,382,274,451950
20,60,6600,5,8,0,816,0,816,1,0,2,1,4,0,2,816,0,0,138000
120,NA,4435,6,5,170,848,0,848,1,0,1,1,4,0,2,420,140,0,140000
20,88,7990,5,6,0,924,0,924,1,0,3,1,5,0,1,280,0,0,110000
20,69,11302,8,5,238,1826,0,1826,2,0,3,1,7,1,3,758,180,75,319000
70,60,3600,6,7,0,684,684,1368,1,0,3,1,7,0,1,216,0,158,114504
120,53,3922,7,5,72,1402,0,1402,0,2,2,1,7,1,3,648,120,16,194201
20,80,12984,5,6,459,1647,0,1647,2,0,3,1,7,1,2,621,0,0,217500
160,24,1950,6,6,0,716,840,1556,2,1,3,1,6,1,2,452,161,0,151000
60,74,10927,8,5,280,1058,846,1904,2,1,3,1,8,1,2,736,179,60,275000
50,50,9000,6,6,0,780,595,1375,1,1,3,1,6,1,1,544,0,162,141000
60,80,10041,8,5,0,927,988,1915,2,1,3,1,8,1,2,506,120,150,220000
160,30,3182,7,5,0,600,600,1200,2,1,2,1,4,0,2,480,0,172,151000
20,88,12803,7,5,99,1494,0,1494,2,0,3,1,6,1,2,530,192,36,221000
60,85,13600,7,6,176,1186,800,1986,2,1,3,1,7,3,2,486,0,42,205000
20,82,12464,5,5,0,1040,0,1040,1,0,3,1,6,0,2,576,168,0,152000
20,78,7800,5,8,0,1112,896,2008,3,0,3,1,8,0,1,230,103,0,225000
70,78,12168,8,6,0,1940,1254,3194,2,1,4,1,10,2,2,380,0,0,359100
20,61,7943,4,5,192,1029,0,1029,1,0,3,1,5,0,1,261,64,0,118500
60,NA,11050,9,5,204,1476,677,2153,2,1,3,1,8,2,3,736,253,142,313000
80,NA,10395,6,6,233,1032,0,1032,2,0,3,1,6,1,2,564,0,0,148000
60,NA,11885,8,5,108,1299,573,1872,2,1,3,1,7,1,2,531,160,122,261500
20,70,8402,5,5,0,1120,0,1120,1,0,3,1,6,0,0,0,0,30,147000
180,21,1491,4,6,0,630,0,630,1,0,1,1,3,0,0,0,96,24,75500
85,80,8800,6,7,156,1054,0,1054,1,0,3,1,6,0,2,480,120,0,137500
60,NA,7861,6,5,0,807,702,1509,2,1,3,1,7,1,2,393,100,75,183200
45,59,7227,6,6,0,832,0,832,1,0,2,1,4,0,2,528,0,0,105500
20,90,11694,9,5,452,1828,0,1828,2,0,3,1,9,1,3,774,0,108,314813
60,85,12244,8,5,226,1482,780,2262,2,1,4,1,10,2,3,749,168,0,305000
30,45,8248,3,3,0,864,0,864,1,0,2,1,5,0,0,0,0,0,67000
60,90,10800,6,7,0,1548,1066,2614,2,1,4,1,9,1,2,624,38,243,240000
20,71,7064,5,6,153,980,0,980,1,0,3,1,6,0,2,484,192,0,135000
160,NA,2117,6,5,513,756,756,1512,2,1,2,1,4,1,2,440,0,32,168500
60,80,10400,6,5,288,1012,778,1790,1,2,4,1,8,1,2,484,148,0,165150
20,87,10000,6,6,261,1116,0,1116,1,1,3,1,5,0,2,440,0,0,160000
20,NA,12342,5,5,0,1422,0,1422,1,0,3,1,6,1,1,286,0,0,139900
80,80,9600,6,6,164,1520,0,1520,1,0,3,1,7,2,1,364,0,0,153000
60,70,11606,5,5,192,1040,1040,2080,1,2,5,1,9,2,2,504,335,0,135000
80,82,9020,6,5,259,1350,0,1350,1,1,3,1,6,0,2,520,176,0,168500
70,50,9000,5,6,0,1089,661,1750,1,0,3,1,8,0,1,240,0,0,124000
120,34,4590,8,5,108,1554,0,1554,2,0,2,1,6,1,2,627,156,73,209500
20,85,11900,7,5,209,1411,0,1411,2,0,3,1,6,1,2,544,192,0,82500
20,80,9250,5,7,0,1056,0,1056,1,0,3,1,6,0,1,260,390,0,139400
90,64,6979,6,5,0,1056,0,1056,0,0,0,2,4,0,2,576,264,56,144000
190,60,10896,6,7,0,1440,1440,3395,2,0,8,2,14,0,0,0,0,110,200000
30,51,6120,2,3,0,800,0,800,1,0,1,1,4,1,0,0,0,0,60000
190,50,6000,5,4,0,811,576,1387,2,0,3,2,7,0,1,256,0,0,93000
30,67,8777,5,7,0,796,0,796,1,0,2,1,4,0,0,0,328,0,85000
120,53,3982,8,5,0,1567,0,1567,2,0,1,1,7,1,3,648,312,0,264561
120,62,12677,8,5,472,1518,0,1518,1,1,1,1,6,1,2,588,185,140,274000
60,NA,7050,7,5,0,1057,872,1929,2,1,3,1,7,1,2,650,0,235,226000
80,75,13860,8,7,0,2000,704,2704,2,1,4,1,9,3,2,538,269,111,345000
60,80,10793,5,5,263,780,840,1620,2,1,4,1,7,0,2,462,208,0,152000
20,85,9187,9,5,162,1766,0,1766,2,1,2,1,7,1,3,478,195,130,370878
20,NA,10530,6,5,0,981,0,981,1,1,3,1,5,0,2,576,0,312,143250
20,60,7200,5,5,0,1048,0,1048,1,0,3,1,7,0,2,420,0,27,98300
20,85,10452,6,5,216,1094,0,1094,1,0,3,1,5,2,2,495,0,0,155000
60,70,7700,6,5,351,1051,788,1839,1,1,4,1,7,1,2,442,0,124,155000
180,21,1936,4,6,0,630,0,630,1,0,1,1,3,0,0,0,0,0,84500
60,65,8125,7,6,NA,822,843,1665,2,1,3,1,7,0,2,562,0,0,205950
70,60,9084,4,5,0,755,755,1510,1,0,4,1,7,1,1,296,120,0,108000
60,70,8750,7,5,0,909,807,1716,2,1,2,1,7,1,2,512,0,120,191000
50,60,10320,6,7,0,756,713,1469,1,0,3,1,7,0,1,216,57,0,135000
20,91,10437,8,6,660,2113,0,2113,2,1,2,1,7,1,3,839,236,46,350000
160,21,1680,6,5,381,525,567,1092,1,1,3,1,6,0,1,264,0,0,88000
20,72,10007,5,7,54,1053,0,1053,1,1,3,1,5,0,1,312,0,0,145500
70,60,7200,7,6,0,851,651,1502,1,1,3,1,6,1,1,270,0,0,149000
50,78,17503,6,5,0,912,546,1458,1,0,3,1,6,1,1,330,192,0,97500
20,75,9937,5,7,0,1486,0,1486,1,0,3,1,7,0,2,480,0,0,167000
60,NA,12384,7,7,233,1142,793,1935,2,1,3,1,7,1,2,550,0,113,197900
60,52,46589,8,7,528,1686,762,2448,2,1,4,1,8,1,3,711,517,76,402000
20,120,13560,6,3,216,1392,0,1392,1,0,2,1,5,2,2,576,0,0,110000
85,90,10012,4,5,0,1181,0,1181,2,0,3,1,6,0,2,588,0,0,137500
20,49,20896,8,5,0,2097,0,2097,1,1,1,1,8,1,3,1134,192,267,423000
60,106,11194,8,5,40,1454,482,1936,2,1,3,1,7,1,2,504,188,124,230500
60,NA,18450,6,5,113,1465,915,2380,2,1,3,1,7,1,2,596,0,265,129000
20,65,8125,6,5,258,1679,0,1679,2,0,3,1,7,1,2,575,224,42,193500
20,NA,14175,5,6,0,1437,0,1437,1,1,3,1,6,1,2,576,304,0,168000
30,80,11600,4,5,0,1180,0,1180,1,0,2,1,5,1,1,252,0,0,137500
60,64,8633,6,5,0,738,738,1476,2,1,3,1,7,0,2,540,100,35,173500
70,54,6629,6,6,0,697,672,1369,2,0,3,1,6,0,1,300,147,0,103600
20,NA,11250,6,6,0,1208,0,1208,1,1,3,1,6,1,2,546,198,42,165000
20,110,14442,6,7,106,1839,0,1839,2,0,3,1,7,2,2,416,0,87,257500
20,80,9200,6,6,0,1136,0,1136,1,0,3,1,5,1,1,384,426,0,140000
160,24,2289,6,6,0,855,586,1441,2,1,3,1,7,1,2,440,28,0,148500
70,60,9600,4,2,0,1095,679,1774,2,0,4,2,8,0,3,779,0,0,87000
30,52,9022,5,8,0,792,0,792,1,0,2,1,5,0,1,240,316,0,109500
20,80,11844,8,5,464,2046,0,2046,2,1,3,1,7,1,3,834,322,82,372500
20,NA,9945,5,5,57,988,0,988,1,0,3,1,5,0,2,572,0,0,128500
120,50,8012,6,5,0,923,0,923,2,0,2,1,5,1,1,264,80,0,143000
50,55,4500,5,5,0,848,672,1520,1,0,3,1,6,0,1,281,0,0,159434
120,NA,2887,6,5,0,1291,0,1291,1,0,2,1,6,1,2,431,307,0,173000
20,90,11248,9,5,215,1668,0,1668,2,0,3,1,7,1,3,702,257,45,285000
60,58,16770,7,5,30,1195,644,1839,2,1,4,1,7,0,2,486,0,81,221000
160,NA,5062,7,5,0,1190,900,2090,2,0,3,1,6,1,2,577,219,0,207500
60,84,10207,7,6,0,874,887,1761,3,0,3,1,7,0,2,578,144,105,227875
160,NA,5105,7,5,0,551,551,1102,2,1,2,1,4,0,2,480,0,60,148800
20,60,8089,8,6,0,1419,0,1419,2,0,2,1,7,1,2,567,140,0,392000
120,61,7577,6,5,256,1362,0,1362,2,0,2,1,6,1,2,460,192,28,194700
120,NA,4426,6,5,147,848,0,848,1,0,1,1,3,1,2,420,149,0,141000
60,104,21535,10,6,1170,2444,1872,4316,3,1,4,1,10,2,3,832,382,50,755000
60,42,26178,7,5,293,1238,1281,2519,2,1,4,1,9,2,2,628,320,27,335000
30,60,5400,5,6,0,1073,0,1073,1,0,2,1,4,0,1,326,0,0,108480
50,51,6120,5,6,0,1067,472,1539,1,1,3,1,5,0,2,576,112,0,141500
20,54,13811,6,6,72,1137,0,1137,2,0,2,1,5,1,2,551,125,0,176000
30,50,6000,5,7,0,616,0,616,1,0,2,1,4,0,1,205,0,0,89000
20,57,6420,5,7,0,1148,0,1148,1,0,2,1,6,0,1,308,0,0,123500
20,65,8450,5,8,0,894,0,894,1,0,3,1,5,1,1,336,416,144,138500
120,59,4282,7,5,0,1391,0,1391,2,0,2,1,5,0,2,530,156,158,196000
20,85,14331,8,5,630,1800,0,1800,2,0,3,1,7,1,3,765,270,78,312500
20,80,9600,7,5,168,1164,0,1164,1,1,3,1,6,0,2,528,0,0,140000
60,82,12438,8,5,466,1264,1312,2576,2,1,4,1,10,1,3,666,324,100,361919
190,76,7630,5,9,0,1032,780,1812,2,0,4,2,8,1,2,672,344,0,140000
20,70,8400,7,5,109,1484,0,1484,2,0,3,1,7,0,2,606,0,35,213000
190,70,5600,4,5,0,372,720,1092,2,0,3,2,7,0,0,0,0,0,55000
20,NA,115149,7,5,351,1824,0,1824,2,0,2,1,5,2,2,739,380,48,302000
120,48,6240,8,5,176,1324,0,1324,2,0,2,1,6,1,2,550,192,38,254000
60,65,9018,7,5,0,728,728,1456,2,1,3,1,8,1,2,400,100,24,179540
20,NA,7162,5,7,41,904,0,904,1,0,3,1,6,0,1,408,0,0,109900
30,56,4130,3,6,0,729,0,729,1,0,2,1,5,0,0,0,0,0,52000
50,66,8712,4,7,0,859,319,1178,1,0,2,1,7,0,1,384,68,0,102776
120,40,4671,8,5,0,1228,0,1228,2,0,2,1,5,1,2,472,168,120,189000
190,60,9873,4,5,160,960,0,960,1,0,3,1,6,0,2,576,0,288,129000
60,NA,13517,6,8,289,725,754,1479,2,1,3,1,6,0,2,475,0,44,130500
20,78,10140,6,5,174,1350,0,1350,2,0,3,1,7,1,2,478,0,0,165000
70,60,10800,7,8,0,1576,978,2554,1,1,3,1,8,0,2,704,0,48,159500
20,80,10000,5,6,0,1178,0,1178,1,1,3,1,5,1,2,439,224,0,157000
60,96,10542,7,5,651,1325,1093,2418,2,1,3,1,9,1,3,983,250,154,341000
20,69,9920,5,6,0,971,0,971,1,1,3,1,5,1,1,300,0,0,128500
120,NA,6563,8,5,0,1742,0,1742,2,0,2,1,5,1,2,564,114,28,275000
120,NA,4426,6,5,169,848,0,848,1,0,1,1,3,0,2,420,160,0,143000
20,70,8120,4,7,0,864,0,864,1,0,3,1,5,0,2,463,0,0,124500
50,60,8172,4,6,0,997,473,1470,2,0,4,1,7,0,1,548,0,0,135000
20,86,13286,9,5,340,1698,0,1698,2,0,3,1,8,1,3,768,327,64,320000
20,60,6960,4,6,0,864,0,864,1,0,3,1,5,0,2,660,96,0,120500
20,NA,21695,6,9,260,1680,0,1680,2,0,3,1,5,1,2,540,292,44,222000
20,64,7314,7,5,82,1232,0,1232,2,0,2,1,6,0,2,632,132,0,194500
90,85,11475,5,5,95,1776,0,1776,2,0,4,2,9,0,3,888,0,25,110000
30,52,6240,4,5,0,848,0,1208,1,0,2,1,5,0,2,539,0,23,103000
120,39,5389,8,5,0,1616,0,1616,2,0,2,1,5,1,2,608,237,152,236500
80,73,9590,7,5,442,1146,0,1146,2,0,3,1,6,1,2,438,160,22,187500
60,75,11404,7,5,202,1153,878,2031,2,1,3,1,8,1,2,541,192,84,222500
20,80,10000,5,6,0,1144,0,1144,1,0,3,1,6,1,1,264,165,0,131400
20,NA,8978,5,5,0,948,0,948,1,0,3,1,6,0,1,300,147,0,108000
75,60,10800,7,7,0,880,888,1768,1,1,2,1,6,2,2,320,0,341,163000
90,60,8544,3,4,0,1040,0,1040,2,0,2,2,6,0,2,400,0,0,93500
60,72,10463,8,5,0,901,900,1801,2,1,3,1,8,1,3,800,0,116,239900
90,60,10800,5,5,0,1200,0,1200,3,0,3,1,5,0,0,0,120,0,179000
60,65,9313,7,5,0,864,864,1728,2,1,3,1,7,0,2,572,187,56,190000
70,60,9600,5,7,0,768,664,1432,2,0,2,1,7,0,2,360,270,0,132000
20,65,6768,6,8,0,912,0,912,1,0,3,1,5,0,1,288,168,0,142000
20,65,8450,7,5,108,1349,0,1349,2,0,3,1,6,0,2,539,120,55,179000
80,70,12886,5,6,0,1464,0,1464,2,0,3,1,6,1,2,480,302,0,175000
120,41,5395,8,5,0,1337,0,1337,2,0,2,1,5,1,2,462,96,0,180000
60,NA,8963,8,9,289,1175,1540,2715,3,1,4,1,11,2,2,831,0,204,299800
60,NA,8795,7,5,0,980,1276,2256,2,1,4,1,8,1,2,554,224,54,236000
70,65,11700,7,7,0,1320,1320,2640,1,1,4,1,8,1,4,864,181,0,265979
20,59,10593,7,5,338,1720,0,1720,2,0,3,1,7,1,2,527,240,56,260400
50,50,8405,4,3,0,1088,441,1529,2,0,4,1,9,0,1,240,92,0,98000
50,55,8800,4,7,0,792,348,1140,1,0,3,1,7,0,0,0,0,160,96500
60,NA,7750,7,5,0,660,660,1320,2,1,3,1,6,0,2,400,0,48,162000
20,79,9236,6,5,0,1494,0,1494,2,0,3,1,6,0,2,576,168,27,217000
60,80,10240,8,5,178,1038,1060,2098,2,1,3,1,8,1,3,878,192,52,275500
20,61,7930,6,8,0,1026,0,1026,1,0,3,1,5,0,2,440,171,48,156000
160,34,3230,6,5,894,742,729,1471,2,1,3,1,6,0,2,440,0,24,172500
60,68,10769,8,5,0,866,902,1768,2,1,3,1,7,0,2,578,144,105,212000
60,NA,11616,6,5,328,672,714,1386,2,1,3,1,6,1,2,440,335,0,158900
160,24,2280,7,5,360,757,744,1501,2,1,3,1,6,0,2,440,0,0,179400
60,65,12257,8,5,513,1328,1203,2531,2,1,4,1,9,1,3,752,222,98,290000
20,70,9100,6,6,0,864,0,864,1,0,2,1,5,0,1,300,0,0,127500
30,60,6911,5,5,0,1301,0,1301,1,0,2,1,5,0,2,440,0,0,100000
60,72,8640,7,5,0,764,783,1547,2,1,3,1,7,0,2,614,169,45,215200
60,82,9430,8,5,673,1268,1097,2365,2,1,3,1,8,1,3,856,0,128,337000
120,30,9549,8,5,0,1494,0,1494,1,1,2,1,6,1,2,481,0,30,270000
20,75,14587,9,5,284,1506,0,1506,2,0,2,1,6,1,2,592,0,174,264132
60,80,10421,7,5,42,980,734,1714,2,1,3,1,7,1,2,496,228,66,196500
50,75,12508,6,7,0,983,767,1750,2,0,4,1,7,0,1,423,245,0,160000
20,70,9100,7,5,0,1836,0,1836,2,0,3,1,8,1,2,484,120,33,216837
60,47,53504,8,5,603,1690,1589,3279,3,1,4,1,12,1,3,841,503,36,538000
85,NA,7252,5,5,0,858,0,858,1,0,2,1,5,0,2,576,120,0,134900
20,67,8877,4,5,0,1220,0,1220,1,0,2,1,6,0,2,396,0,0,102000
80,94,7819,6,5,0,1117,0,1117,1,0,3,1,6,1,2,672,144,0,107000
20,70,10150,5,5,1,912,0,912,1,0,2,1,5,0,1,275,0,0,114500
20,110,14226,8,5,375,1973,0,1973,2,0,3,1,9,1,3,895,315,45,395000
120,32,4500,6,5,320,1204,0,1204,2,0,2,1,5,0,2,412,0,247,162000
20,86,11210,7,5,240,1614,0,1614,2,0,3,1,7,0,3,865,144,59,221500
20,100,13350,5,5,0,894,0,894,1,0,3,1,5,1,2,440,241,0,142500
90,60,8400,5,5,320,2020,0,2020,2,0,4,2,10,2,2,630,0,0,144000
90,78,10530,6,5,90,1004,0,1004,1,0,2,1,4,0,2,504,0,0,135000
20,63,7875,7,5,38,1253,0,1253,2,0,3,1,6,1,2,402,220,21,176000
60,65,7153,6,5,0,810,793,1603,2,1,3,1,7,0,2,484,0,124,175900
20,67,16285,7,5,0,1430,0,1430,2,0,3,1,6,0,2,605,0,33,187100
85,NA,9101,5,6,104,1110,0,1110,1,0,1,1,4,1,2,602,303,30,165500
75,35,6300,6,6,0,742,742,1484,2,0,3,1,9,1,0,0,0,291,128000
20,NA,9790,6,5,0,1342,0,1342,2,0,3,1,7,1,2,457,0,0,161500
50,60,10800,5,6,0,966,686,1652,2,0,4,1,7,0,1,416,0,0,139000
60,76,10142,7,5,0,956,1128,2084,2,1,4,1,8,0,2,618,0,45,233000
20,50,6000,4,7,0,901,0,901,1,0,2,1,4,0,1,281,0,0,107900
60,NA,12205,6,8,157,976,1111,2087,2,1,5,1,9,0,2,444,133,168,187500
120,43,3182,7,5,11,1145,0,1145,2,0,2,1,5,1,2,397,100,16,160200
80,NA,11333,6,5,0,1062,0,1062,1,0,3,1,5,2,2,539,120,0,146800
60,92,9920,7,5,0,1127,886,2013,2,1,3,1,8,1,2,455,180,130,269790
20,76,9158,8,5,140,1496,0,1496,2,0,3,1,7,0,2,474,168,130,225000
60,NA,10832,7,5,0,1086,809,1895,2,1,3,1,7,1,2,409,143,46,194500
60,70,8400,6,6,130,888,676,1564,2,1,3,1,7,1,2,476,0,50,171000
20,71,8197,6,5,148,1285,0,1285,1,1,3,1,7,1,2,528,138,0,143500
20,57,7677,5,5,0,773,0,773,1,0,2,1,4,0,1,240,0,0,110000
60,104,13518,9,5,860,1966,1174,3140,3,1,4,1,11,2,3,820,144,78,485000
50,60,7200,5,7,252,981,787,1768,1,1,3,1,7,2,1,240,0,0,175000
60,79,12798,6,5,0,616,1072,1688,2,1,4,1,8,0,2,603,403,114,200000
30,40,4800,4,7,0,1196,0,1196,1,0,2,1,5,0,2,440,0,0,109900
60,63,8199,7,5,0,728,728,1456,2,1,3,1,7,1,2,410,36,18,189000
60,107,13891,9,5,424,1734,1088,2822,3,1,4,1,12,1,3,1020,52,170,582933
20,75,9000,5,5,0,1128,0,1128,1,0,2,1,5,0,1,286,0,0,118000
20,91,12274,7,5,256,1428,0,1428,2,0,3,1,6,0,2,554,0,60,227680
80,75,9750,5,5,0,980,0,980,2,0,3,1,6,0,1,384,68,0,135500
70,144,21384,5,6,0,1072,504,1576,1,1,3,1,6,1,2,528,0,312,223500
80,85,13400,5,5,1047,1086,0,1086,1,0,3,1,6,1,2,484,0,0,159950
75,90,8100,5,5,0,1075,1063,2138,2,0,2,3,11,0,2,360,40,156,106000
20,78,10140,6,6,99,1309,0,1309,1,1,3,1,5,1,2,484,265,0,181000
120,NA,4438,6,5,169,848,0,848,1,0,1,1,4,1,2,420,140,0,144500
20,66,8712,5,5,0,1044,0,1044,1,0,2,1,4,0,2,504,0,0,55993
20,75,9750,6,6,243,1442,0,1442,1,1,4,1,7,0,1,301,0,0,157900
50,45,8248,5,7,0,686,564,1250,1,1,3,1,7,0,1,280,207,0,116000
20,48,12137,7,5,442,1661,0,1661,2,0,3,1,6,0,2,598,0,34,224900
20,NA,11425,5,6,0,1008,0,1008,1,0,2,1,4,1,1,275,0,0,137000
20,NA,13265,8,5,148,1689,0,1689,2,0,3,1,7,2,3,857,150,59,271000
80,80,8816,6,7,80,1052,0,1052,1,0,3,1,6,0,2,440,0,0,155000
120,44,6371,7,5,128,1358,0,1358,2,0,2,1,6,1,2,484,192,35,224000
60,72,7226,7,5,0,798,842,1640,2,1,3,1,6,0,2,595,0,45,183000
20,60,6000,4,4,0,936,0,936,1,0,2,1,4,0,2,576,0,32,93000
60,NA,12394,7,5,0,847,886,1733,2,1,3,1,7,1,2,433,100,48,225000
50,60,9900,6,7,0,944,545,1489,2,0,3,1,7,1,1,240,335,0,139500
20,81,11216,8,5,0,1489,0,1489,2,0,3,1,7,1,2,776,0,140,232600
20,114,14803,10,5,816,2084,0,2084,2,0,2,1,7,1,3,1220,188,45,385000
45,50,6130,5,6,0,784,0,784,1,0,2,1,5,0,0,0,0,0,109500
20,65,8529,7,5,0,1434,0,1434,2,0,3,1,6,1,2,527,290,39,189000
60,NA,28698,5,5,0,1160,966,2126,2,1,3,1,7,0,2,538,486,0,185000
160,24,2544,7,5,0,520,623,1223,2,1,2,1,4,0,2,480,0,166,147400
20,80,11900,6,5,387,1392,0,1392,1,1,3,1,6,2,2,458,0,0,166000
160,30,3180,7,5,0,520,600,1200,2,1,2,1,4,0,2,480,0,166,151000
60,44,9548,7,6,223,941,888,1829,2,1,3,1,7,1,2,613,192,39,237000
20,100,10004,6,6,180,1516,0,1516,1,1,3,1,6,0,2,472,0,0,167000
20,75,7875,5,6,136,1144,0,1144,1,0,3,1,6,0,2,456,0,0,139950
20,60,9600,4,7,0,1067,0,1067,2,0,2,1,4,0,2,436,290,0,128000
30,90,8100,5,6,0,1559,0,1559,1,0,2,1,5,0,2,812,0,116,153500
160,21,1680,6,5,158,483,504,987,1,1,2,1,5,0,1,264,0,0,100000
20,75,9525,5,6,0,1099,0,1099,1,1,3,1,6,0,1,352,278,0,144000
50,70,11767,5,6,0,768,432,1200,1,0,3,1,6,0,1,240,0,0,130500
70,NA,12155,6,8,0,810,672,1482,2,0,4,1,7,0,1,400,0,0,140000
70,60,10440,5,8,0,958,581,1539,2,0,3,1,8,1,2,686,70,78,157500
80,82,9020,6,7,183,1165,0,1165,1,1,3,1,6,0,2,490,0,129,174900
90,80,8000,5,4,0,1800,0,1800,2,0,6,2,10,0,0,0,0,0,141000
50,100,12665,5,8,0,876,540,1416,1,1,4,1,7,1,3,720,418,0,153900
85,NA,16647,5,5,0,1701,0,1701,2,0,3,1,6,2,2,611,0,0,171000
60,75,9317,7,5,137,1006,769,1775,2,1,3,1,7,1,2,425,234,72,213000
20,36,15523,5,6,0,864,0,864,1,0,3,1,5,1,1,338,0,0,133500
50,75,45600,6,8,0,1307,1051,2358,3,0,5,1,10,1,2,360,486,40,240000
80,80,9600,6,7,360,1094,761,1855,2,1,3,1,7,1,2,512,113,100,187000
120,36,4435,6,5,170,848,0,848,1,0,1,1,3,0,2,420,140,0,131500
120,NA,3196,8,5,40,1456,0,1456,2,0,2,1,7,1,2,400,143,20,215000
75,53,7128,7,5,0,918,728,1646,2,0,4,1,7,2,1,240,0,0,164000
80,NA,12095,6,6,115,1445,0,1445,1,1,3,1,7,1,2,645,180,0,158000
20,102,17920,5,4,0,1779,0,1779,1,1,3,1,6,1,2,454,0,418,170000
20,NA,6897,5,8,0,1040,0,1040,1,1,3,1,6,0,1,260,0,104,127000
80,NA,10970,6,6,0,1026,0,1026,1,0,3,1,5,0,2,576,0,0,147000
60,65,8125,6,5,0,702,779,1481,2,1,3,1,6,1,2,343,0,36,174000
20,80,10400,7,5,189,1370,0,1370,2,0,3,1,6,1,2,479,0,0,152000
60,NA,11029,6,7,220,1512,1142,2654,2,1,4,1,9,1,2,619,0,65,250000
50,55,7642,7,8,0,912,514,1426,1,1,3,1,7,1,1,216,0,240,189950
190,75,11625,5,4,0,1039,0,1039,1,1,3,1,6,0,2,504,0,0,131500
20,81,9672,6,5,0,1097,0,1097,2,0,3,1,6,0,2,480,0,0,152000
20,70,7931,5,5,0,1148,0,1148,1,0,3,1,6,0,1,672,0,0,132500
20,72,8640,7,5,0,1372,0,1372,2,0,3,1,6,0,2,529,0,140,250580
20,NA,8750,5,6,76,1002,0,1002,1,0,3,1,5,0,2,902,0,0,148500
20,67,10656,8,5,274,1646,0,1646,2,0,3,1,6,1,3,870,192,80,248900
20,85,6970,4,5,0,1120,0,1120,1,1,3,1,5,0,2,544,168,0,129000
60,NA,14762,5,6,0,1547,720,2320,2,0,2,1,7,1,2,672,120,144,169000
60,80,9938,7,5,246,1062,887,1949,2,1,3,1,8,1,2,574,156,90,236000
20,60,6600,5,5,0,894,0,894,1,0,2,1,5,0,1,308,0,0,109500
60,70,8750,6,5,116,804,878,1682,2,1,3,1,7,0,2,523,0,77,200500
